date,program,window,category,start_time,end_time,total_time,percent
11/05/2025,Code,ui.py - time_logger - Visual Studio Code,Study,17:57:08,17:57:11,0.05,0.01%
11/05/2025,python,Time Tracker,Misc,17:57:11,17:57:25,0.23,0.06%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,17:57:25,17:57:33,0.13,0.04%
11/05/2025,python,Time Tracker,Misc,18:00:23,18:00:27,0.07,0.02%
11/05/2025,explorer,‏‏מעבר בין משימות,Misc,18:00:27,18:00:38,0.19,0.05%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,18:00:38,18:01:08,0.5,0.14%
11/05/2025,explorer,‏‏מעבר בין משימות,Misc,18:01:08,18:01:15,0.11,0.03%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,18:01:15,18:01:22,0.12,0.03%
11/05/2025,python,Time Tracker,Misc,18:02:04,18:02:06,0.03,0.01%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,18:02:06,18:02:12,0.1,0.03%
11/05/2025,python,Time Tracker,Misc,18:02:12,18:02:17,0.08,0.02%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,18:02:17,18:02:20,0.06,0.01%
11/05/2025,explorer,explorer,Misc,18:02:20,18:02:25,0.08,0.02%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,18:02:25,18:02:33,0.12,0.04%
11/05/2025,python,Time Tracker,Misc,18:03:03,18:03:21,0.3,0.08%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,18:03:21,18:03:28,0.12,0.03%
11/05/2025,python,Time Tracker,Misc,18:04:35,18:04:38,0.05,0.01%
11/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:04:38,18:04:45,0.11,0.03%
11/05/2025,explorer,‏‏מעבר בין משימות,Misc,18:04:45,18:04:49,0.08,0.02%
11/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,18:04:49,18:05:08,0.31,0.09%
11/05/2025,python,Time Tracker,Misc,18:06:07,18:06:09,0.03,0.01%
11/05/2025,WINWORD.EXE,Word‪ - 51724 _discrete_event_simulation  -  תצוגה מוגנת,Study,18:06:09,18:06:13,0.07,0.02%
11/05/2025,python,Time Tracker,Misc,18:06:13,18:06:16,0.05,0.01%
11/05/2025,WINWORD.EXE,Word‪ - 51724 _discrete_event_simulation  -  מצב תאימות,Study,18:06:16,18:06:18,0.03,0.01%
11/05/2025,python,Time Tracker,Misc,18:06:18,18:06:19,0.02,0.0%
11/05/2025,explorer,‏‏מעבר בין משימות,Misc,18:06:19,18:06:20,0.02,0.0%
11/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:06:20,18:09:36,3.27,0.9%
11/05/2025,python,Time Tracker,Misc,18:09:36,18:09:37,0.02,0.0%
11/05/2025,explorer,explorer,Misc,18:09:37,18:09:38,0.02,0.0%
11/05/2025,WINWORD.EXE,Word,Study,18:09:38,18:09:39,0.02,0.0%
11/05/2025,explorer,explorer,Misc,18:09:39,18:09:44,0.08,0.02%
11/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:09:44,18:16:21,6.62,1.82%
11/05/2025,firefox,Gemini — Mozilla Firefox,Break,18:16:21,18:27:00,10.64,2.93%
11/05/2025,python,Time Tracker,Misc,18:27:00,18:27:01,0.02,0.0%
11/05/2025,Code,Extension: GitLens — Git supercharged - time_logger - Visual Studio Code,Study,18:27:01,18:28:29,1.47,0.4%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:28:29,18:28:47,0.3,0.08%
11/05/2025,explorer,explorer,Misc,18:28:47,18:28:48,0.02,0.0%
11/05/2025,firefox,Gemini — Mozilla Firefox,Break,18:28:48,18:28:51,0.05,0.01%
11/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:28:51,18:28:53,0.03,0.01%
11/05/2025,explorer,explorer,Misc,18:28:53,18:28:54,0.02,0.0%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:28:54,18:29:48,0.9,0.25%
11/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:29:48,18:29:51,0.05,0.01%
11/05/2025,firefox,Gemini — Mozilla Firefox,Break,18:29:51,18:31:01,1.17,0.32%
11/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:31:01,18:31:05,0.07,0.02%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:31:05,18:32:41,1.6,0.44%
11/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,18:32:41,18:34:48,2.12,0.58%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:34:48,18:35:04,0.27,0.07%
11/05/2025,firefox,time_logger/ at main · Amirlabai/time_logger — Mozilla Firefox,Break,18:35:04,18:35:20,0.25,0.07%
11/05/2025,Code,.gitignore - time_logger - Visual Studio Code,Study,18:35:20,18:35:21,0.02,0.0%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:35:21,18:35:55,0.57,0.16%
11/05/2025,firefox,time_logger/ at main · Amirlabai/time_logger — Mozilla Firefox,Break,18:35:55,18:36:00,0.08,0.02%
11/05/2025,explorer,‏‏מעבר בין משימות,Misc,18:36:00,18:36:01,0.02,0.0%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:36:01,18:36:14,0.22,0.06%
11/05/2025,firefox,Amirlabai/time_logger: python code that checks window and logs into csv file and messures time spent on window and claculates percentage — Mozilla Firefox,Break,18:36:14,18:37:19,1.08,0.3%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:37:19,18:37:32,0.22,0.06%
11/05/2025,Code,.gitignore - time_logger - Visual Studio Code,Study,18:37:32,18:38:19,0.78,0.22%
11/05/2025,GitHubDesktop,‪GitHub Desktop‬,Misc,18:38:19,18:39:01,0.7,0.19%
11/05/2025,firefox,ראשי | בראודה 2024 - 2025 — Mozilla Firefox,Break,18:39:01,20:15:03,96.04,26.4%
11/05/2025,explorer,LockingWindow,Misc,20:15:03,21:00:13,45.16,12.42%
12/05/2025,Idle,No Active Window,Break,21:00:13,08:27:18,687.09,-1424.18%
12/05/2025,explorer,LockingWindow,Misc,08:27:18,08:27:19,0.03,0.03%
12/05/2025,LockApp,מסך הנעילה המשמש כברירת מחדל ב- Windows,Break,08:27:19,08:27:24,0.07,0.16%
12/05/2025,Idle,No Active Window,Break,08:27:24,08:27:25,0.02,0.03%
12/05/2025,explorer,UnlockingWindow,Misc,08:27:25,08:27:27,0.03,0.06%
12/05/2025,firefox,ראשי | בראודה 2024 - 2025 — Mozilla Firefox,Break,08:27:27,08:27:38,0.18,0.35%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,08:27:38,08:27:40,0.03,0.06%
12/05/2025,python,Break Time!,Misc,08:27:40,08:27:47,0.12,0.22%
12/05/2025,Taskmgr,‏‏מנהל המשימות,Misc,08:27:47,08:28:20,0.55,1.04%
12/05/2025,python,Time Tracker,Misc,08:28:20,08:28:44,0.4,0.76%
12/05/2025,Code,.gitignore - time_logger - Visual Studio Code,Study,08:28:44,08:29:15,0.52,0.98%
12/05/2025,python,Time Tracker,Misc,08:29:15,08:29:27,0.2,0.38%
12/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,08:29:27,08:32:39,3.2,6.05%
12/05/2025,python,Time Tracker,Misc,08:32:39,08:32:41,0.03,0.06%
12/05/2025,python,Time Tracker,Misc,08:33:19,08:33:32,0.22,0.41%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,08:33:32,08:39:26,5.89,11.16%
12/05/2025,firefox,ראשי | בראודה 2024 - 2025 — Mozilla Firefox,Break,08:39:26,08:41:24,1.97,3.72%
12/05/2025,explorer,explorer,Misc,08:41:24,08:41:44,0.33,0.63%
12/05/2025,python,Time Tracker,Misc,08:41:44,08:41:56,0.2,0.38%
12/05/2025,firefox,קורס: כריית נתונים (51525) 2025-2 | בראודה 2024 - 2025 — Mozilla Firefox,Break,08:41:56,08:42:12,0.27,0.5%
12/05/2025,python,Time Tracker,Misc,08:42:12,08:42:13,0.02,0.03%
12/05/2025,Code,tracker.py - time_logger - Visual Studio Code,Study,08:42:13,08:46:31,4.3,8.13%
12/05/2025,firefox,קורס: כריית נתונים (51525) 2025-2 | בראודה 2024 - 2025 — Mozilla Firefox,Break,08:46:31,08:46:32,0.02,0.03%
12/05/2025,Acrobat,Acrobat,Study,08:46:32,08:46:39,0.12,0.22%
12/05/2025,firefox,קורס: כריית נתונים (51525) 2025-2 | בראודה 2024 - 2025 — Mozilla Firefox,Break,08:46:39,08:54:53,8.22,15.57%
12/05/2025,explorer,explorer,Misc,08:54:53,08:55:15,0.37,0.69%
12/05/2025,Acrobat,מפגש 7_250505_101854.pdf - Adobe Acrobat (64-bit),Study,08:55:15,08:55:20,0.08,0.16%
12/05/2025,explorer,הרצאות - סייר הקבצים,Misc,08:55:20,08:55:23,0.05,0.09%
12/05/2025,firefox,"BTCUSDT 103,869.01 ▼ −0.24% Crypto — Mozilla Firefox",Break,08:55:23,08:55:34,0.18,0.35%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,08:55:34,08:55:42,0.14,0.25%
12/05/2025,firefox,0.2 Data Mining - NotebookLM — Mozilla Firefox,Break,08:55:42,08:56:20,0.63,1.2%
12/05/2025,python,Time Tracker,Misc,08:56:20,08:56:42,0.36,0.69%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,08:56:42,08:57:44,1.03,1.95%
12/05/2025,firefox,0.2 Data Mining - NotebookLM — Mozilla Firefox,Break,08:57:44,09:06:27,8.72,16.49%
12/05/2025,Code,.gitignore - time_logger - Visual Studio Code,Study,09:06:27,09:06:32,0.08,0.16%
12/05/2025,python,Time Tracker,Misc,09:06:32,09:06:34,0.03,0.06%
12/05/2025,explorer,הרצאות - סייר הקבצים,Misc,09:06:34,09:08:02,1.45,2.77%
12/05/2025,Code,.gitignore - time_logger - Visual Studio Code,Study,09:08:02,09:09:52,1.84,3.47%
12/05/2025,explorer,הרצאות - סייר הקבצים,Misc,09:09:52,09:18:54,9.04,17.09%
12/05/2025,LockApp,מסך הנעילה המשמש כברירת מחדל ב- Windows,Break,09:18:54,09:18:55,0.02,0.03%
12/05/2025,Idle,No Active Window,Break,09:18:55,09:18:57,0.03,0.06%
12/05/2025,explorer,UnlockingWindow,Misc,09:18:57,09:24:44,5.77,10.94%
12/05/2025,python,Break Time!,Misc,09:24:44,09:27:10,2.44,4.6%
12/05/2025,ShellHost,הגדרות מהירות,Misc,09:27:10,09:27:12,0.03,0.06%
12/05/2025,explorer,explorer,Misc,09:27:12,09:27:13,0.02,0.03%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,09:27:13,09:42:02,14.82,28.03%
12/05/2025,Idle,No Active Window,Break,09:42:02,09:42:04,0.03,0.06%
12/05/2025,LockApp,מסך הנעילה המשמש כברירת מחדל ב- Windows,Break,09:42:04,09:42:06,0.03,0.06%
12/05/2025,firefox,Career | ZIM — Mozilla Firefox,Break,09:42:06,09:42:14,0.13,0.25%
12/05/2025,explorer,explorer,Misc,09:42:14,09:42:26,0.2,0.38%
12/05/2025,WINWORD.EXE,פתיחה - Word,Study,09:42:26,09:42:59,0.55,1.04%
12/05/2025,explorer,explorer,Misc,09:42:59,09:43:03,0.07,0.13%
12/05/2025,Acrobat,Amir Labay resume.pdf - Adobe Acrobat (64-bit),Study,09:43:03,09:43:07,0.07,0.13%
12/05/2025,explorer,קורות חיים - סייר הקבצים,Misc,09:43:07,09:43:09,0.03,0.06%
12/05/2025,firefox,Career | ZIM — Mozilla Firefox,Break,09:43:09,09:43:24,0.25,0.47%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,09:43:24,09:43:29,0.07,0.16%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,09:43:29,09:50:11,6.7,12.67%
12/05/2025,SnippingTool,Snipping Tool Overlay,Study,09:50:11,09:50:14,0.05,0.09%
12/05/2025,firefox,ראשי | בראודה 2024 - 2025 — Mozilla Firefox,Break,09:50:14,10:07:52,17.63,33.35%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,10:07:52,10:08:05,0.22,0.41%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,10:08:05,10:14:54,6.82,12.89%
12/05/2025,python,Break Time!,Misc,10:14:54,10:14:56,0.03,0.06%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,10:14:56,10:15:15,0.32,0.6%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,10:15:15,10:15:20,0.08,0.16%
12/05/2025,Acrobat,Amir Labay resume.pdf - Adobe Acrobat (64-bit),Study,10:15:20,10:15:29,0.15,0.28%
12/05/2025,explorer,קורות חיים - סייר הקבצים,Misc,10:15:29,10:15:30,0.02,0.03%
12/05/2025,firefox,Revised CV - Amir Labay - Google Docs — Mozilla Firefox,Break,10:15:30,10:19:15,3.75,7.09%
12/05/2025,Idle,No Active Window,Break,10:19:15,10:31:27,12.2,23.08%
12/05/2025,LockApp,מסך הנעילה המשמש כברירת מחדל ב- Windows,Break,10:31:27,10:31:28,0.02,0.03%
12/05/2025,explorer,UnlockingWindow,Misc,10:31:28,10:31:29,0.02,0.03%
12/05/2025,firefox,Revised CV - Amir Labay (Concise Version) - Google Docs — Mozilla Firefox,Break,10:31:29,10:33:10,1.69,3.18%
12/05/2025,WINWORD.EXE,Word‪ - Amir Labay resume,Study,10:33:10,10:33:18,0.13,0.25%
12/05/2025,firefox,Revised CV - Amir Labay (Concise Version) - Google Docs — Mozilla Firefox,Break,10:33:18,10:35:29,2.17,4.13%
12/05/2025,explorer,explorer,Misc,10:35:29,10:35:30,0.02,0.03%
12/05/2025,WINWORD.EXE,Word‪ - Amir Labay resume,Study,10:35:30,10:35:37,0.12,0.22%
12/05/2025,firefox,Revised CV - Amir Labay (Concise Version) - Google Docs — Mozilla Firefox,Break,10:35:37,10:35:42,0.08,0.16%
12/05/2025,WINWORD.EXE,Word‪ - Amir Labay resume,Study,10:35:42,10:35:47,0.08,0.16%
12/05/2025,firefox,Revised CV - Amir Labay (Concise Version) - Google Docs — Mozilla Firefox,Break,10:35:47,10:36:38,0.85,1.61%
12/05/2025,explorer,קורות חיים - סייר הקבצים,Misc,10:36:38,10:37:09,0.52,0.98%
12/05/2025,firefox,Revised CV - Amir Labay (Concise Version) - Google Docs — Mozilla Firefox,Break,10:37:09,10:37:10,0.02,0.03%
12/05/2025,explorer,explorer,Misc,10:37:10,10:37:21,0.18,0.35%
12/05/2025,WINWORD.EXE,פתיחה - Word‪ - Amir Labay resume,Study,10:37:21,10:37:44,0.38,0.73%
12/05/2025,explorer,explorer,Misc,10:37:44,10:37:45,0.02,0.03%
12/05/2025,WINWORD.EXE,Word‪ - Amir Labay resume,Study,10:37:45,10:37:57,0.2,0.38%
12/05/2025,explorer,קורות חיים - סייר הקבצים,Misc,10:37:57,10:37:59,0.03,0.06%
12/05/2025,python,Time Tracker,Misc,10:37:59,10:38:00,0.02,0.03%
12/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,10:38:00,10:38:10,0.15,0.32%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,10:38:10,10:38:11,0.02,0.03%
12/05/2025,Idle,No Active Window,Break,10:38:11,10:38:19,0.13,0.25%
12/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,10:38:19,10:38:20,0.02,0.03%
12/05/2025,explorer,explorer,Misc,10:38:20,10:38:23,0.05,0.09%
12/05/2025,WINWORD.EXE,Microsoft Word,Study,10:38:23,10:39:03,0.67,1.26%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,10:39:03,10:39:04,0.02,0.03%
12/05/2025,WINWORD.EXE,Word‪ - Amir Labay resume,Study,10:39:04,10:41:45,2.69,5.08%
12/05/2025,Acrobat,CV - Amir Labai.pdf - Adobe Acrobat (64-bit),Study,10:41:45,10:41:53,0.13,0.25%
12/05/2025,WINWORD.EXE,Word‪ - Revised CV - Amir Labay (Concise Version),Study,10:41:53,10:41:56,0.05,0.09%
12/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,10:41:56,10:41:58,0.03,0.06%
12/05/2025,firefox,Revised CV - Amir Labay (Concise Version) - Google Docs — Mozilla Firefox,Break,10:41:58,10:42:38,0.67,1.26%
12/05/2025,explorer,‏‏הורדות - סייר הקבצים,Misc,10:42:38,10:43:32,0.9,1.7%
12/05/2025,SearchHost,חיפוש,Misc,10:43:32,10:43:36,0.07,0.13%
12/05/2025,explorer,explorer,Misc,10:43:36,10:43:41,0.07,0.16%
12/05/2025,javaw,Weka GUIChooser,Study,10:43:41,10:43:49,0.13,0.25%
12/05/2025,explorer,סיווג - סייר הקבצים,Misc,10:43:49,10:43:52,0.05,0.09%
12/05/2025,WINWORD.EXE,WINWORD.EXE,Study,10:43:52,10:43:54,0.03,0.06%
12/05/2025,javaw,Open,Study,10:43:54,10:44:27,0.55,1.04%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:44:27,10:44:29,0.03,0.06%
12/05/2025,javaw,Weka Explorer,Study,10:44:29,10:44:32,0.05,0.09%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:44:32,10:44:34,0.03,0.06%
12/05/2025,javaw,Weka Explorer,Study,10:44:34,10:44:35,0.02,0.03%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:44:35,10:44:37,0.03,0.06%
12/05/2025,javaw,Weka Explorer,Study,10:44:37,10:44:39,0.03,0.06%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:44:39,10:44:46,0.12,0.22%
12/05/2025,javaw,Weka Explorer,Study,10:44:46,10:44:52,0.1,0.19%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:44:52,10:44:54,0.03,0.06%
12/05/2025,javaw,Weka Explorer,Study,10:44:54,10:45:05,0.18,0.35%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:45:05,10:45:08,0.05,0.09%
12/05/2025,javaw,Weka Explorer,Study,10:45:08,10:45:17,0.13,0.28%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:45:17,10:45:21,0.07,0.13%
12/05/2025,javaw,Weka Explorer,Study,10:45:21,10:45:25,0.07,0.13%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:45:25,10:45:27,0.03,0.06%
12/05/2025,explorer,explorer,Misc,10:45:27,10:45:29,0.03,0.06%
12/05/2025,WINWORD.EXE,Word‪ - חיזוי_LOGISTIC  -  תצוגה מוגנת,Study,10:45:29,10:45:33,0.07,0.13%
12/05/2025,explorer,מסייע הקיבוע,Misc,10:45:33,10:45:35,0.03,0.06%
12/05/2025,javaw,Weka Explorer,Study,10:45:35,10:50:12,4.62,8.73%
12/05/2025,explorer,explorer,Misc,10:50:12,10:50:13,0.02,0.03%
12/05/2025,ShellHost,הגדרות מהירות,Misc,10:50:13,10:50:15,0.03,0.06%
12/05/2025,javaw,Weka Explorer,Study,10:50:15,10:50:17,0.03,0.06%
12/05/2025,python,Time Tracker,Misc,10:50:17,10:50:39,0.37,0.69%
12/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,10:50:39,10:50:44,0.08,0.16%
12/05/2025,explorer,explorer,Misc,10:50:44,10:51:05,0.33,0.66%
12/05/2025,Code,logger.py - time_logger - Visual Studio Code,Study,10:51:05,10:51:06,0.02,0.03%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,10:51:06,10:51:22,0.27,0.5%
12/05/2025,Code,time_log_atrchibve.csv - time_logger - Visual Studio Code,Study,10:51:22,10:51:25,0.05,0.09%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,10:51:25,10:51:27,0.03,0.06%
12/05/2025,python,Time Tracker,Misc,10:51:27,10:51:44,0.28,0.54%
12/05/2025,SearchHost,חיפוש,Misc,10:51:44,10:51:47,0.05,0.09%
12/05/2025,explorer,explorer,Misc,10:51:47,10:51:48,0.02,0.03%
12/05/2025,EXCEL.EXE,פתיחה - Excel,Study,10:51:48,10:58:19,6.52,12.33%
12/05/2025,python,Time Tracker,Misc,10:58:19,10:58:38,0.32,0.6%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,10:58:38,11:04:02,5.39,10.21%
12/05/2025,python,Category Percentage Comparison,Misc,11:04:02,11:04:08,0.1,0.19%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,11:04:08,11:04:25,0.28,0.54%
12/05/2025,python,Category Percentage Comparison,Misc,11:04:25,11:04:34,0.15,0.28%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,11:04:34,11:04:54,0.33,0.63%
12/05/2025,Code,time_log_atrchibve.csv - time_logger - Visual Studio Code,Study,11:04:54,11:06:13,1.32,2.49%
12/05/2025,explorer,explorer,Misc,11:06:13,11:06:14,0.02,0.03%
12/05/2025,python,Break Time!,Misc,11:06:14,11:06:17,0.05,0.09%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,11:06:17,11:07:02,0.75,1.42%
12/05/2025,firefox,כריית נתונים(2025_2_5_51525): רגרסיה לוגיסטית | בראודה 2024 - 2025 — Mozilla Firefox,Break,11:07:02,11:09:09,2.12,4.0%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,11:09:09,11:09:30,0.35,0.66%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,11:09:30,11:09:33,0.05,0.09%
12/05/2025,Code,● graph.py - time_logger - Visual Studio Code,Study,11:09:33,11:09:37,0.07,0.13%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,11:09:37,11:09:39,0.02,0.06%
12/05/2025,Code,● graph.py - time_logger - Visual Studio Code,Study,11:09:39,11:10:49,1.17,2.21%
12/05/2025,python,Category Percentage Comparison,Misc,11:10:49,11:10:50,0.02,0.03%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,11:10:50,11:10:51,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,11:10:51,11:10:52,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,11:11:06,11:11:15,0.15,0.28%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,11:11:15,11:11:33,0.3,0.57%
12/05/2025,python,Category Percentage Comparison,Misc,11:11:33,11:11:34,0.02,0.03%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,11:11:34,11:11:35,0.02,0.03%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,11:11:35,11:11:36,0.02,0.03%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,11:11:36,11:11:37,0.02,0.03%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,11:11:37,11:11:43,0.1,0.19%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,11:11:43,11:11:44,0.02,0.03%
12/05/2025,Code,● graph.py - time_logger - Visual Studio Code,Study,11:11:44,11:11:46,0.03,0.06%
12/05/2025,explorer,explorer,Misc,11:11:46,11:11:47,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,11:11:47,11:11:48,0.02,0.03%
12/05/2025,python,Time Tracker,Misc,11:11:54,11:12:15,0.34,0.66%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,11:12:15,11:12:17,0.03,0.06%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,11:12:17,11:12:47,0.5,0.95%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,11:12:47,11:12:49,0.03,0.06%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,11:12:49,11:13:18,0.48,0.91%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,11:13:18,11:13:23,0.08,0.16%
12/05/2025,explorer,log - סייר הקבצים,Misc,11:13:23,11:13:31,0.13,0.25%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,11:13:31,11:13:39,0.13,0.25%
12/05/2025,explorer,timeLog - סייר הקבצים,Misc,11:13:39,11:14:03,0.4,0.76%
12/05/2025,python,Category Percentage Comparison,Misc,11:14:03,11:14:04,0.02,0.03%
12/05/2025,explorer,timeLog - סייר הקבצים,Misc,11:14:04,11:14:06,0.03,0.06%
12/05/2025,python,Time Tracker,Misc,11:14:06,11:14:18,0.2,0.38%
12/05/2025,Code,main.py - time_logger - Visual Studio Code,Study,11:14:18,11:16:00,1.69,3.22%
12/05/2025,explorer,explorer,Misc,11:16:00,11:16:02,0.03,0.06%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,11:16:02,11:16:05,0.05,0.09%
12/05/2025,Code,● graph.py - time_logger - Visual Studio Code,Study,11:16:05,11:25:20,9.26,17.5%
12/05/2025,Idle,No Active Window,Break,11:25:20,17:33:17,367.95,696.0%
12/05/2025,explorer,LockingWindow,Misc,17:33:17,17:33:19,0.02,0.06%
12/05/2025,LockApp,מסך הנעילה המשמש כברירת מחדל ב- Windows,Break,17:33:19,17:33:20,0.02,0.03%
12/05/2025,Idle,No Active Window,Break,17:33:20,17:33:21,0.02,0.03%
12/05/2025,Code,graph.py - time_logger - Visual Studio Code,Study,17:33:21,17:33:23,0.03,0.06%
12/05/2025,explorer,explorer,Misc,17:33:23,17:33:25,0.04,0.06%
12/05/2025,python,Break Time!,Misc,17:33:25,17:33:47,0.36,0.69%
12/05/2025,explorer,explorer,Misc,17:33:47,17:33:51,0.07,0.13%
12/05/2025,javaw,Close Window,Study,17:33:51,17:33:57,0.1,0.19%
12/05/2025,python,Time Tracker,Misc,17:33:57,17:33:59,0.03,0.06%
12/05/2025,EXCEL.EXE,חוברת1 - Excel,Study,17:33:59,17:34:04,0.08,0.16%
12/05/2025,python,Time Tracker,Misc,17:34:04,17:34:07,0.05,0.09%
12/05/2025,firefox,Gemini — Mozilla Firefox,Break,17:34:07,17:34:54,0.79,1.48%
12/05/2025,WINWORD.EXE,פתיחה - Word‪ - חיזוי_LOGISTIC,Study,17:34:54,17:35:46,0.87,1.64%
12/05/2025,explorer,סיווג - סייר הקבצים,Misc,17:35:46,17:35:50,0.07,0.13%
12/05/2025,WINWORD.EXE,מתחבר למדפסת.,Study,17:35:50,17:35:52,0.03,0.06%
12/05/2025,Acrobat,Acrobat,Study,17:35:52,17:35:54,0.02,0.06%
12/05/2025,explorer,2.כריית נתונים - סייר הקבצים,Misc,17:35:54,17:35:55,0.02,0.03%
12/05/2025,Acrobat,מעבדה 4 ליאם אלון ואמיר לביא.pdf - Adobe Acrobat (64-bit),Study,17:35:55,17:35:56,0.02,0.03%
12/05/2025,explorer,2.כריית נתונים - סייר הקבצים,Misc,17:35:56,17:36:12,0.27,0.5%
12/05/2025,Acrobat,lab 4 amir liem.pdf - Adobe Acrobat (64-bit),Study,17:36:12,17:36:16,0.07,0.13%
12/05/2025,explorer,מעבדה סימולציה 4 - סייר הקבצים,Misc,17:36:16,17:36:19,0.05,0.09%
12/05/2025,firefox,עדכונים בקורסים שלי | בראודה 2024 - 2025 — Mozilla Firefox,Break,17:36:19,17:36:38,0.32,0.6%
12/05/2025,explorer,‏‏מעבר בין משימות,Misc,17:36:38,17:36:42,0.07,0.13%
12/05/2025,firefox,סימולציה ספרתית(2025_2_5_51724): תרגיל מעבדה 4- The second bank teller problem - עריכת ההגשה | בראודה 2024 - 2025 — Mozilla Firefox,Break,17:36:42,17:38:46,2.05,3.91%
12/05/2025,ShellHost,הגדרות מהירות,Misc,17:38:46,17:38:49,0.05,0.09%
